Channel Number,Angle of Rotation, Scale, X offset, Y offset, X component of X translated, Y Component of X translated,X component of Y translated, Y Component of Y translated,X Rotation Point,Y Rotation Point
2.000000,-2.650000,1.003000,-4.700000,-5.400000,0.995943,0.046096,-0.046096,0.995943,115.000000,57.500000
