First Line is Image Size. Each Line is an ROI. Numbers Go Horizontal. To get {x;y}->{n%width;Floor(n/width)}
230,115,26450
1115,1116,1344,1345,1346,1574,1575
2943,2944,3174,2945
9452,9453,9681,9682,9683,9684,9685,9910,9911,9912,9913,9914,9915,10140,10141,10142,10143,10144,10145,10370,10371,10372,10373,10374,10375,10600,10601,10602,10603,10604,10605,10832,10833
9040,9041,9269,9270,9271,9272,9498,9499,9500,9501,9502,9503,9728,9729,9730,9731,9732,9733,9958,9959,9960,9961,9962,9963,10188,10189,10190,10191,10192,10193,10419,10420,10421,10422
8834,8835,8836,9063,9064,9065,9066,9292,9293,9294,9295,9296,9297,9522,9523,9524,9525,9526,9527,9752,9753,9754,9755,9756,9757,9983,9984,9985,9986,9987,10214,10215,10216
8627,8628,8856,8857,8858,8859,8630,8631,9086,9087,9088,8859,8860,8861,9316,9317,9318,9089,9090,9091,9546,9547,9548,9319,9320,9321,9777,9778,9549,9550,9551,10008,9779,9780
8191,8192,8420,8421,8422,8423,8424,8879,8650,8651,8652,8653,8654,9110,8881,8882,8883,8884,8885,9340,9111,9112,9113,9114,9115,9341,9342,9343,9344,9345
7984,7985,7986,7987,8213,8214,8215,8216,8217,8218,8443,8444,8445,8446,8447,8448,8673,8674,8675,8676,8677,8678,8903,8904,8905,8906,8907,8908,9135,9136,9137,9138,9139
7779,7780,7781,8008,8009,8010,8011,8012,8237,8238,8239,8240,8241,8242,8243,8467,8468,8469,8470,8471,8472,8473,8697,8698,8699,8700,8701,8702,8928,8929,8930,8931,8932
9475,9476,9477,9478,9479,9704,9705,9706,9707,9708,9709,9934,9935,9936,9937,9938,9939,10164,10165,10166,10167,10168,10169,10394,10395,10396,10397,10398,10627
12898,12899,13127,13128
13848,13849,14076,14077,14078,14079,14080,14306,14307,14308,14309,14310,14311,14535,14536,14537,14538,14539,14540,14541,14765,14766,14767,14768,14769,14770,14771,14996,14997,14998,14999,15000,15227,15228,15229
13631,13632,13861,13862
