Channel Number,Angle of Rotation, Scale, X offset, Y offset, X component of X translated, Y Component of X translated,X component of Y translated, Y Component of Y translated,X Rotation Point,Y Rotation Point
2.000000,-2.000000,1.000000,-5.000000,-5.400000,0.999391,0.034899,-0.034899,0.999391,115.000000,57.500000
3.000000,2.000000,1.000000,-5.200000,-4.600000,0.999391,-0.034899,0.034899,0.999391,115.000000,57.500000
