Channel Number,Angle of Rotation, Scale, X offset, Y offset, X component of X translated, Y Component of X translated,X component of Y translated, Y Component of Y translated,X Rotation Point,Y Rotation Point
2.000000,-2.800000,0.998000,-4.800000,-5.300000,1.000808,0.048948,-0.048948,1.000808,115.000000,57.500000
