X Gaussian Pos,Y Gaussian Pos, PSF, Quality of Fit,x Centroid, y Centroid,Eccentricity, Length ,x Vector of major axis,Y Vector of major axis, Count,X Max Pos, Y Max Pos
22.281231,44.129817,0.121417,6.702760,0.410823,-0.911715,37.000000,19.000000,34.000000,2.950618,17.342283,37.154236,20.095932,31.043226,16.000000,22.000000,31.000000,37.000000,340282346638528859811704183484516925440.000000
46.300622,42.955065,0.121417,6.702760,0.410823,-0.911715,37.000000,43.000000,34.000000,2.950679,41.342281,37.154236,44.095928,31.043226,40.000000,46.000000,31.000000,37.000000,340282346638528859811704183484516925440.000000
70.246082,41.727562,0.078342,6.590000,0.272166,-0.962250,38.000000,67.000000,34.000000,3.219975,65.745720,37.210922,67.539291,30.869692,64.000000,70.000000,31.000000,37.000000,340282346638528859811704183484516925440.000000
94.265474,40.552810,0.078342,6.590000,0.272166,-0.962250,38.000000,91.000000,34.000000,3.219975,89.745720,37.210922,91.539291,30.869692,88.000000,94.000000,31.000000,37.000000,340282346638528859811704183484516925440.000000
118.239136,39.301093,0.089473,6.000000,1.000000,0.000000,39.000000,115.000000,34.000000,3.000000,112.000000,34.000000,118.000000,34.000000,112.000000,118.000000,31.000000,37.000000,340282346638528859811704183484516925440.000000
142.296529,38.045281,0.078342,6.590000,0.272166,0.962250,38.000000,139.000000,34.000000,3.220212,137.745712,30.789078,139.539291,37.130306,136.000000,142.000000,31.000000,37.000000,340282346638528859811704183484516925440.000000
166.224709,36.872851,0.125593,6.404832,0.161052,0.986946,37.000000,163.000000,34.000000,2.842771,162.036621,30.830841,163.068130,37.152065,160.000000,165.000000,31.000000,37.000000,340282346638528859811704183484516925440.000000
190.244101,35.698099,0.125593,6.404832,0.161052,0.986946,37.000000,187.000000,34.000000,2.842283,186.036621,30.830841,187.068130,37.152065,184.000000,189.000000,31.000000,37.000000,340282346638528859811704183484516925440.000000
23.429082,64.130763,0.090316,6.363961,0.707107,-0.707107,39.000000,19.000000,54.000000,2.828427,16.500000,56.500000,21.000000,52.000000,16.000000,22.000000,51.000000,57.000000,340282346638528859811704183484516925440.000000
47.774340,62.886700,0.044029,6.622699,0.811850,0.583866,40.000000,43.000000,54.000000,3.319332,40.581314,52.191696,45.957954,56.058464,40.000000,46.000000,51.000000,57.000000,340282346638528859811704183484516925440.000000
72.382073,61.727362,0.084414,7.080059,0.999062,0.043314,42.000000,68.000000,54.000000,3.168701,64.001953,53.955006,71.075363,54.261669,64.000000,71.000000,51.000000,57.000000,340282346638528859811704183484516925440.000000
96.773499,60.414984,0.291189,8.000000,1.000000,0.000000,49.000000,92.000000,54.000000,3.000000,88.000000,54.000000,96.000000,54.000000,88.000000,96.000000,51.000000,57.000000,340282346638528859811704183484516925440.000000
191.103782,55.572128,0.117908,6.302457,0.235888,-0.971780,35.000000,187.000000,54.000000,2.788091,185.664642,56.918594,187.151306,50.793991,184.000000,189.000000,51.000000,57.000000,340282346638528859811704183484516925440.000000
198.625924,55.311937,0.105215,6.324495,0.312079,0.950056,33.000000,194.000000,54.000000,2.869152,192.994354,51.001854,194.968109,57.010475,191.000000,197.000000,51.000000,57.000000,340282346638528859811704183484516925440.000000
149.332266,77.756067,0.060434,9.919107,0.258205,0.966090,79.000000,144.000000,74.000000,4.846687,142.452240,69.146393,145.013412,78.729149,139.000000,148.000000,69.000000,79.000000,340282346638528859811704183484516925440.000000
174.403911,76.626503,0.027985,10.431435,0.247628,0.968855,90.000000,169.000000,74.000000,5.116194,167.461655,68.882004,170.044769,78.988556,164.000000,174.000000,69.000000,79.000000,340282346638528859811704183484516925440.000000
99.235588,80.434318,0.020106,7.938563,0.295282,-0.955410,53.000000,94.000000,74.000000,3.797352,92.478401,77.838791,94.822517,70.254211,90.000000,97.000000,70.000000,78.000000,340282346638528859811704183484516925440.000000
124.349444,79.065606,0.026039,8.431318,0.867142,0.498061,62.000000,119.000000,74.000000,4.039061,115.092323,71.839256,122.403473,76.038567,115.000000,123.000000,70.000000,78.000000,340282346638528859811704183484516925440.000000
24.408042,84.146923,0.090316,6.363961,0.707107,-0.707107,39.000000,19.000000,74.000000,2.828488,16.500000,76.500000,21.000000,72.000000,16.000000,22.000000,71.000000,77.000000,340282346638528859811704183484516925440.000000
49.363141,82.869447,0.050911,7.208591,0.532549,0.846399,42.000000,44.000000,74.000000,3.405038,41.911888,71.055443,45.750813,77.156784,41.000000,47.000000,71.000000,77.000000,340282346638528859811704183484516925440.000000
74.504460,81.613770,0.042449,7.211102,0.554701,0.832050,44.000000,69.000000,74.000000,3.523444,66.931816,71.045456,70.931816,77.045456,66.000000,72.000000,71.000000,77.000000,340282346638528859811704183484516925440.000000
197.979697,95.431994,0.122115,8.131696,0.998903,0.046823,56.000000,191.000000,94.000000,3.865242,186.970261,93.634491,195.093033,94.015244,187.000000,195.000000,90.000000,97.000000,340282346638528859811704183484516925440.000000
163.363617,97.614561,0.329748,9.096646,0.998477,0.055179,55.000000,157.000000,94.000000,3.337899,151.996368,94.065826,161.079147,94.567772,152.000000,161.000000,91.000000,97.000000,340282346638528859811704183484516925440.000000
