x Centroid, y Centroid,Eccentricity, Length ,x Vector of major axis,Y Vector of major axis, Count,X Max Pos, Y Max Pos, Max Dist From Linear Fit, End 1 x,End 1 Y, End 2 X,End 2 Y,X bounding Box Min, X Bounding Box Max,Y bounding Box Min, Y Bounding Box Max,Min Separation
428.500000,382.777771,0.188256,3.000000,1.000000,0.000000,18.000000,429.000000,383.000000,2.234375,427.000000,382.777771,430.000000,382.777771,427.000000,430.000000,381.000000,385.000000,14.317822
302.285706,383.500000,0.020957,3.000000,1.000000,0.000000,14.000000,303.000000,383.000000,1.500000,301.000000,383.500000,304.000000,383.500000,301.000000,304.000000,382.000000,385.000000,16.000000
74.000000,390.466675,0.199675,4.359437,0.236413,0.971653,15.000000,74.000000,390.000000,2.068367,73.433380,388.137878,74.464005,392.373718,72.000000,76.000000,388.000000,392.000000,11.401754
198.350006,393.350006,0.170556,5.033919,0.037422,-0.999300,20.000000,198.000000,394.000000,2.367192,198.250412,396.009369,198.438797,390.978973,196.000000,200.000000,391.000000,396.000000,14.212670
22.666666,394.125000,0.188957,5.381208,0.942029,-0.335532,24.000000,23.000000,394.000000,2.224605,20.023647,395.066376,25.092899,393.260834,20.000000,25.000000,392.000000,396.000000,7.071068
244.052628,393.789459,0.288498,4.981657,0.666262,-0.745718,19.000000,244.000000,393.000000,1.984363,242.487076,395.541718,245.806152,391.826813,242.000000,246.000000,392.000000,396.000000,8.000000
260.149994,396.299988,0.125548,4.352222,0.991716,0.128453,20.000000,260.000000,396.000000,2.390593,257.869873,396.004639,262.186035,396.563721,258.000000,262.000000,394.000000,398.000000,8.602325
159.571426,398.142853,0.328379,4.366864,0.969835,-0.243762,14.000000,160.000000,397.000000,1.492186,157.654327,398.624695,161.889465,397.560242,158.000000,162.000000,397.000000,400.000000,18.973665
345.615387,399.230774,0.091352,3.601470,0.514496,0.857493,13.000000,345.000000,399.000000,1.828141,344.644806,397.613129,346.497742,400.701355,344.000000,347.000000,398.000000,401.000000,12.206555
19.100000,405.049988,0.080441,4.472136,0.447214,-0.894427,20.000000,19.000000,404.000000,2.123999,18.099995,407.049988,20.099997,403.049988,17.000000,21.000000,403.000000,407.000000,7.071068
255.600006,408.600006,0.128220,4.242640,0.707107,-0.707107,15.000000,256.000000,407.000000,1.984416,254.100006,410.100006,257.100006,407.100006,254.000000,257.000000,407.000000,410.000000,7.280110
56.142857,410.000000,0.161119,4.996697,0.777666,-0.628678,21.000000,56.000000,411.000000,2.124977,54.358032,411.442871,58.243793,408.301575,54.000000,58.000000,408.000000,412.000000,9.848858
368.411774,409.882355,0.220131,4.384007,0.261711,0.965146,17.000000,368.000000,409.000000,1.765617,367.839600,407.772339,368.986969,412.003540,367.000000,370.000000,408.000000,412.000000,19.235384
107.090912,413.909088,0.096344,4.949747,0.707107,-0.707107,22.000000,108.000000,414.000000,2.125021,105.500000,415.500000,109.000000,412.000000,105.000000,109.000000,412.000000,416.000000,12.727922
245.000000,413.826080,0.008316,4.000000,1.000000,0.000000,23.000000,245.000000,413.000000,2.171875,243.000000,413.826080,247.000000,413.826080,243.000000,247.000000,412.000000,416.000000,7.280110
39.857143,417.190491,0.061030,4.792379,0.937885,-0.346946,21.000000,41.000000,418.000000,2.351556,37.634743,418.012604,42.129440,416.349915,38.000000,42.000000,415.000000,419.000000,6.000000
475.000000,416.500000,0.183503,4.000000,1.000000,0.000000,16.000000,476.000000,416.000000,1.500000,473.000000,416.500000,477.000000,416.500000,473.000000,477.000000,415.000000,418.000000,5.385165
271.130432,422.217377,0.160592,5.329546,0.500653,0.865648,23.000000,271.000000,422.000000,2.234362,269.886108,420.065887,272.554352,424.679382,269.000000,273.000000,420.000000,425.000000,16.278820
425.090912,427.181824,0.201451,3.600000,0.800000,-0.600000,11.000000,424.000000,427.000000,1.593760,423.519989,428.360016,426.399994,426.200012,424.000000,427.000000,426.000000,429.000000,5.830952
230.933334,430.266663,0.219468,4.377697,0.966960,0.254929,15.000000,232.000000,430.000000,1.914046,228.813400,429.707764,233.046463,430.823761,229.000000,233.000000,429.000000,432.000000,16.155495
191.411758,433.294128,0.227869,4.272810,0.163228,0.986588,17.000000,191.000000,433.000000,1.671853,191.031342,430.994812,191.728790,435.210327,190.000000,193.000000,431.000000,435.000000,16.031219
430.066681,434.866669,0.302018,4.242640,0.141421,-0.989949,15.000000,430.000000,436.000000,1.937481,429.746674,437.106659,430.346680,432.906677,429.000000,432.000000,433.000000,437.000000,5.830952
375.476196,437.857147,0.204165,5.302315,0.527916,0.849297,21.000000,376.000000,437.000000,2.171852,374.062469,435.582764,376.861633,440.085999,373.000000,378.000000,435.000000,440.000000,9.219544
60.368420,444.210541,0.081005,4.194352,0.109119,0.994029,19.000000,60.000000,445.000000,2.332055,60.124264,441.986359,60.581944,446.155670,58.000000,62.000000,442.000000,446.000000,7.810250
482.545441,446.181824,0.335705,3.576020,0.754386,0.656431,11.000000,482.000000,445.000000,1.203116,481.080688,444.907257,483.778381,447.254669,481.000000,484.000000,445.000000,448.000000,19.104973
128.466660,448.533325,0.161059,4.317322,0.198432,0.980115,15.000000,130.000000,448.000000,1.730492,127.955589,446.009003,128.812286,450.240448,127.000000,130.000000,446.000000,450.000000,11.180340
416.857147,449.357147,0.284811,4.447725,0.936207,0.351448,14.000000,417.000000,449.000000,1.828111,414.782837,448.578461,418.946838,450.141602,415.000000,419.000000,448.000000,451.000000,14.866069
175.904755,455.619049,0.195373,5.052093,0.949620,-0.313403,21.000000,176.000000,456.000000,2.140626,173.478485,456.419800,178.276047,454.836456,174.000000,178.000000,454.000000,458.000000,7.615773
313.352936,459.411774,0.245847,4.908210,0.190733,-0.981642,17.000000,313.000000,459.000000,1.734397,312.855499,461.971924,313.791656,457.153809,312.000000,315.000000,457.000000,462.000000,15.524175
24.636364,460.090912,0.294233,3.416839,0.965606,-0.260011,11.000000,26.000000,460.000000,1.232421,22.882385,460.563202,26.181704,459.674805,23.000000,26.000000,459.000000,461.000000,12.649111
198.333328,461.266663,0.166608,4.081442,0.994731,0.102517,15.000000,198.000000,461.000000,1.757806,195.997330,461.025909,200.057266,461.444336,196.000000,200.000000,460.000000,463.000000,8.544003
104.166664,462.583344,0.374555,4.095978,0.935984,0.352042,12.000000,103.000000,462.000000,1.386718,102.076309,461.797119,105.910080,463.239075,102.000000,106.000000,461.000000,464.000000,5.099020
178.100006,466.950012,0.080441,4.472136,0.447214,0.894427,20.000000,179.000000,466.000000,2.124970,177.100006,464.950012,179.100006,468.950012,176.000000,180.000000,465.000000,469.000000,7.615773
422.615387,466.384613,0.148009,3.535534,0.707107,-0.707107,13.000000,423.000000,467.000000,1.421904,421.500000,467.500000,424.000000,465.000000,421.000000,424.000000,465.000000,468.000000,14.866069
253.611115,469.222229,0.212728,4.845507,0.384131,-0.923279,18.000000,254.000000,469.000000,1.968754,252.742874,471.309082,254.604187,466.835327,252.000000,255.000000,467.000000,471.000000,9.000000
326.600006,473.959991,0.133094,5.287457,0.982056,0.188588,25.000000,326.000000,473.000000,2.296872,323.914673,473.444305,329.107269,474.441467,324.000000,329.000000,472.000000,476.000000,5.385165
13.909091,474.909088,0.096344,4.949747,0.707107,0.707107,22.000000,14.000000,474.000000,2.121604,12.000002,473.000000,15.500002,476.500000,12.000000,16.000000,473.000000,477.000000,14.422205
198.000000,475.333344,0.209431,4.000000,1.000000,0.000000,18.000000,199.000000,476.000000,1.664063,196.000000,475.333344,200.000000,475.333344,196.000000,200.000000,474.000000,477.000000,11.000000
367.562500,476.125000,0.228247,4.435648,0.830118,-0.557587,16.000000,368.000000,476.000000,1.812515,365.617920,477.431152,369.300018,474.957916,366.000000,370.000000,474.000000,478.000000,8.062258
318.437500,478.750000,0.201281,4.470752,0.469322,0.883027,16.000000,319.000000,478.000000,1.859370,317.395630,476.789734,319.493866,480.737518,317.000000,320.000000,477.000000,481.000000,5.385165
86.947365,487.368408,0.152938,4.874962,0.913337,-0.407205,19.000000,87.000000,488.000000,2.546882,84.716087,488.363220,89.168571,486.378113,85.000000,89.000000,485.000000,489.000000,13.000000
371.000000,486.500000,0.387628,3.577709,0.447214,-0.894427,10.000000,372.000000,485.000000,1.124992,370.200012,488.100006,371.799988,484.899994,370.000000,372.000000,485.000000,488.000000,8.062258
