Channel Number,Angle of Rotation, Scale, X offset, Y offset, X component of X translated, Y Component of X translated,X component of Y translated, Y Component of Y translated,X Rotation Point,Y Rotation Point
2.000000,-2.860000,1.000000,-5.000000,-5.000000,0.998754,0.049896,-0.049896,0.998754,115.000000,64.000000
