Channel Number,Angle of Rotation, Scale, X offset, Y offset, X component of X translated, Y Component of X translated,X component of Y translated, Y Component of Y translated,X Rotation Point,Y Rotation Point
2.000000,-2.900000,0.994000,-4.400000,-6.300000,1.004748,0.050898,-0.050898,1.004748,115.000000,64.000000
