Each row is a particle. Each column is a Frame
-2118.343750,-2544.281250,11804.093750,6351.500000,6233.843750,5900.718750,8276.750000,13344.375000,3528.437500,23004.218750,12290.468750,23961.250000,12276.468750,13050.843750,16200.656250,7929.562500,16331.468750,27053.937500,23260.718750,12033.812500,26255.531250,15589.937500,29898.437500,31889.125000,25989.000000,29397.531250,24648.687500,36396.468750,23186.125000,31153.687500
-1418.468750,2796.375000,11168.812500,-1831.343750,8793.093750,10020.843750,5267.812500,7418.531250,10446.593750,11303.937500,12217.500000,14571.156250,14919.187500,15900.093750,13675.843750,14304.468750,17282.468750,16445.875000,20544.437500,29155.062500,16359.375000,19449.687500,25104.375000,18391.187500,20595.718750,24520.468750,39229.750000,30476.343750,29927.343750,41334.437500
736.406250,7490.093750,499.812500,2723.343750,-2298.343750,6023.625000,7059.343750,16526.718750,9359.656250,21763.312500,7944.656250,20912.812500,6028.156250,25301.312500,20260.375000,14803.500000,16681.031250,20733.781250,25211.062500,22830.187500,20667.531250,22454.906250,26116.906250,21094.562500,35624.781250,30922.125000,28917.187500,25086.750000,27833.843750,23874.156250
9297.750000,4487.062500,2626.937500,-4920.718750,8347.000000,15488.468750,13327.531250,2467.406250,12783.593750,-2484.000000,16398.593750,25520.000000,8352.406250,18229.062500,21694.750000,15321.468750,26274.343750,27425.875000,31316.250000,22192.031250,37500.843750,29524.750000,27048.218750,33020.593750,33364.031250,30946.562500,30605.718750,29565.781250,32286.625000,36275.718750
-1534.562500,6348.062500,-3163.156250,6565.812500,3299.125000,6400.187500,11846.000000,11218.781250,6546.531250,2940.250000,11283.500000,20189.718750,17494.593750,20072.625000,19998.906250,19345.093750,18751.937500,24843.000000,21049.718750,21194.906250,32250.937500,24689.031250,22344.156250,30287.000000,30239.812500,29217.062500,33664.281250,32107.750000,24610.500000,31625.437500
-6123.625000,-3660.562500,7612.093750,-1015.906250,4458.500000,1357.406250,3484.156250,12064.187500,15282.312500,8880.750000,25652.031250,24798.687500,14941.406250,18316.218750,25452.843750,17431.593750,18983.625000,11443.125000,10397.875000,24230.093750,31688.593750,28751.000000,22617.843750,22020.906250,25252.437500,37435.375000,29568.937500,30508.312500,40998.406250,34423.906250
-7975.968750,-11178.656250,-7335.687500,5188.281250,4296.375000,3876.468750,2975.812500,12597.031250,10103.562500,12555.000000,19567.906250,6994.843750,23225.687500,16834.125000,6329.312500,14532.937500,20941.250000,22832.531250,17656.656250,33428.656250,19787.250000,19781.750000,21426.906250,26073.250000,31246.437500,26926.312500,36689.906250,34797.500000,27923.687500,37077.781250
3692.437500,3723.187500,6122.000000,5707.687500,6940.718750,9520.906250,4205.750000,-2060.546875,13267.765625,8938.562500,7325.750000,8636.406250,7161.750000,10159.531250,6419.156250,8436.921875,12776.906250,15044.906250,9650.187500,13296.000000,11043.750000,23893.281250,21520.000000,18973.187500,16352.875000,8511.812500,28836.812500,23554.687500,24176.203125,26021.187500
-955.437500,12807.375000,1894.031250,9110.656250,5055.781250,5433.906250,7240.187500,6139.625000,16194.750000,12871.875000,-1273.406250,312.875000,13187.750000,6353.906250,2063.875000,4829.437500,13400.812500,13842.296875,7277.125000,11870.968750,12945.781250,11541.750000,19940.000000,25126.968750,16598.218750,27675.750000,15828.843750,32054.000000,23404.937500,18398.906250
-12899.781250,4399.406250,8594.500000,15075.562500,30416.093750,37276.718750,15079.687500,37551.843750,33089.718750,42037.093750,46966.750000,49166.593750,62983.093750,65503.406250,64546.312500,77494.000000,75067.000000,68325.468750,73364.250000,83247.343750,90784.562500,95663.187500,99992.156250,110275.468750,104440.281250,106576.562500,126281.593750,119599.281250,130519.125000,140868.250000
-2471.812500,12460.687500,15594.750000,28755.312500,22906.750000,32241.625000,38332.250000,52891.312500,57093.187500,63778.312500,74903.437500,74606.437500,84022.875000,98693.687500,95695.000000,106393.500000,122952.750000,120897.125000,123309.375000,138519.562500,141148.250000,144934.000000,157129.750000,168788.375000,171586.750000,182320.750000,185695.250000,189371.500000,193065.312500,206517.687500
10431.750000,2429.312500,6048.156250,4046.562500,6257.312500,4973.875000,9706.093750,17802.625000,17489.218750,12158.187500,13031.093750,14042.656250,10930.156250,22269.125000,15937.937500,35378.937500,17206.906250,24078.781250,26446.531250,21439.156250,37718.656250,25414.250000,35868.968750,22437.062500,34381.531250,39553.406250,35297.562500,45457.343750,46020.687500,34256.125000
-5483.437500,10728.187500,2758.562500,3316.437500,8096.968750,5916.687500,29152.625000,16403.906250,24911.843750,21490.500000,35470.687500,27386.000000,25997.343750,38754.406250,47510.937500,32794.500000,49093.875000,34954.093750,46311.093750,43492.968750,56354.156250,52595.125000,75651.718750,68659.968750,64082.250000,68765.656250,77356.125000,81128.343750,83937.750000,80408.218750
-10458.593750,10348.812500,11249.656250,623.343750,18398.187500,18872.156250,8989.375000,24985.093750,12652.062500,27563.218750,25173.937500,26345.625000,25591.468750,36483.625000,40871.000000,45934.406250,35317.093750,49350.531250,49543.937500,54231.656250,51932.156250,49483.593750,60411.156250,54606.906250,68112.187500,67729.687500,75482.281250,67794.218750,70116.437500,75403.593750
4478.250000,-689.187500,-465.203125,-1468.171875,5133.109375,4911.015625,1034.484375,9743.218750,7329.953125,743.531250,-4267.343750,4392.296875,10853.375000,-677.062500,8494.046875,3692.109375,9646.859375,6622.937500,1981.046875,12380.609375,14340.171875,7447.171875,10476.671875,8426.671875,14028.312500,7256.562500,17346.250000,7101.562500,6815.640625,12522.859375
